ENSG00000013503	"Hsap38.chr12.106472371.106475922.-"
ENSG00000264458	"Hsap38.chr17.32678479.32680761.-"
ENSG00000176658	"Hsap38.chr17.32678479.32680761.-"
ENSG00000222011	"Hsap38.chr7.102803077.102804033.+"
ENSG00000151062	"Hsap38.chr12.1902142.1902414.+"
ENSG00000170946	"Hsap38.chr11.31390802.31391221.+"
ENSG00000232160	"Hsap38.chrX.132318140.132319084.+"
ENSG00000086200	"Hsap38.chr5.62481101.62481697.-"
ENSG00000076770	"Hsap38.chrX.132447691.132448569.-"
ENSG00000277149	"Hsap38.chr7.72638382.72638798.+"
ENSG00000135049	"Hsap38.chr9.85719565.85720053.-"
ENSG00000165259	"Hsap38.chrX.84373565.84374164.+"
ENSG00000145990	"Hsap38.chr6.13387265.13387789.+"
ENSG00000145526	"Hsap38.chr5.20281719.20282666.-"
ENSG00000215512	"Hsap38.chr18.15308600.15309007.-"
ENSG00000158560	"Hsap38.chr7.95833041.95836040.-"
ENSG00000234281	"Hsap38.chr2.210425714.210426574.-"
ENSG00000174306	"Hsap38.chr20.41235646.41236320.+"
ENSG00000269535	"Hsap38.chr19.52301976.52302461.-"
ENSG00000278630	"Hsap38.chr13.55133283.55134041.-"
ENSG00000259363	"Hsap38.chr15.99829740.99830360.-"
ENSG00000255029	"Hsap38.chr11.29523716.29524510.+"
ENSG00000137819	"Hsap38.chr15.69351336.69351737.+"
ENSG00000151461	"Hsap38.chr10.11974165.11974770.-"
ENSG00000139144	"Hsap38.chr12.18597592.18598083.+"
ENSG00000128872	"Hsap38.chr15.51790526.51791230.+"
ENSG00000242265	"Hsap38.chr7.94663299.94664531.+"
ENSG00000169519	"Hsap38.chr11.28234025.28236649.-"
ENSG00000254934	"Hsap38.chr11.27632052.27632309.-"
ENSG00000179399	"Hsap38.chr13.92685783.92689631.-"
ENSG00000151033	"Hsap38.chr10.30617664.30619184.+"
ENSG00000232790	"Hsap38.chr7.20885206.20885742.-"
ENSG00000172673	"Hsap38.chr6.127789794.127790264.+"
ENSG00000068781	"Hsap38.chr2.48741799.48745638.+"
ENSG00000259678	"Hsap38.chr15.51418331.51421285.-"
ENSG00000135338	"Hsap38.chr6.79525771.79526286.+"
ENSG00000104093	"Hsap38.chr15.51583347.51585197.-"
ENSG00000162949	"Hsap38.chr2.30817527.30818999.+"
ENSG00000234384	"Hsap38.chr13.90523737.90524222.+"
ENSG00000165186	"Hsap38.chrX.23359568.23360035.-"
ENSG00000283900	"Hsap38.chr22.38384087.38384833.+"
ENSG00000071242	"Hsap38.chr6.166426793.166427887.+"
ENSG00000242441	"Hsap38.chr2.48703441.48704172.-"
ENSG00000232110	"Hsap38.chr10.89288732.89289409.+"
ENSG00000247828	"Hsap38.chr5.88309501.88309890.+"
ENSG00000107798	"Hsap38.chr10.89408800.89409555.+"
ENSG00000224610	"Hsap38.chrX.39272893.39273321.-"
ENSG00000164258	"Hsap38.chr5.53627300.53628067.-"
ENSG00000164180	"Hsap38.chr5.88190260.88190814.-"
ENSG00000156113	"Hsap38.chr10.77567947.77570529.+"
ENSG00000186148	"Hsap38.chr2.109956720.109957325.+"
ENSG00000284337	"Hsap38.chr2.109956720.109957325.+"
ENSG00000227888	"Hsap38.chr8.12372874.12373158.-"
ENSG00000283684	"Hsap38.chr2.109956720.109957325.+"
ENSG00000245311	"Hsap38.chr12.27408271.27409065.+"
ENSG00000119922	"Hsap38.chr10.89288732.89289409.+"
ENSG00000057663	"Hsap38.chr6.106232376.106233062.+"
ENSG00000244627	"Hsap38.chr22.38384087.38384833.+"
ENSG00000137731	"Hsap38.chr11.117811804.117812703.+"
ENSG00000151338	"Hsap38.chr14.37351820.37354345.-"
ENSG00000106399	"Hsap38.chr7.7658002.7658682.-"
ENSG00000219545	"Hsap38.chr7.7658002.7658682.-"
ENSG00000175893	"Hsap38.chr9.14665944.14669516.+"
ENSG00000100731	"Hsap38.chr14.71036626.71037825.-"
ENSG00000250954	"Hsap38.chr4.33867597.33868238.+"
ENSG00000224186	"Hsap38.chr5.135283753.135284199.-"
ENSG00000064763	"Hsap38.chr12.29169321.29169944.-"
ENSG00000266903	"Hsap38.chr19.44633314.44633826.-"
ENSG00000231107	"Hsap38.chr9.90351155.90351643.+"
ENSG00000229151	"Hsap38.chrX.51381891.51382346.+"
ENSG00000151575	"Hsap38.chr15.56311364.56315089.-"
ENSG00000230442	"Hsap38.chr7.123591485.123591763.-"
ENSG00000131730	"Hsap38.chr5.81260912.81261331.+"
ENSG00000184788	"Hsap38.chrX.85150667.85151821.+"
ENSG00000160746	"Hsap38.chr3.43568215.43570098.+"
ENSG00000171428	"Hsap38.chr8.18217382.18217867.-"
ENSG00000187957	"Hsap38.chr2.229385272.229385667.+"
ENSG00000233867	"Hsap38.chr10.38665487.38666599.+"
ENSG00000249174	"Hsap38.chr5.19081800.19082249.+"
ENSG00000162961	"Hsap38.chr2.31897160.31897873.-"
ENSG00000122584	"Hsap38.chr7.8727031.8730396.-"
ENSG00000159593	"Hsap38.chr16.66838167.66838760.+"
ENSG00000133104	"Hsap38.chr13.36319525.36319791.+"
ENSG00000113492	"Hsap38.chr5.35019717.35020733.+"
ENSG00000100181	"Hsap38.chr22.16613598.16614047.+"
ENSG00000261371	"Hsap38.chr17.64364202.64366715.+"
ENSG00000112964	"Hsap38.chr5.42478291.42479877.-"
ENSG00000204970	"Hsap38.chr5.140897949.140899613.-"
ENSG00000251664	"Hsap38.chr5.140897949.140899613.-"
ENSG00000149294	"Hsap38.chr11.113227910.113228518.+"
ENSG00000157224	"Hsap38.chr7.90450204.90450545.-"
ENSG00000129636	"Hsap38.chr16.47185745.47188555.+"
ENSG00000253734	"Hsap38.chr8.63775811.63777502.-"
ENSG00000238282	"Hsap38.chr20.4497436.4498239.-"
ENSG00000167080	"Hsap38.chr17.49172405.49173391.-"
ENSG00000151090	"Hsap38.chr3.24282940.24283809.+"
ENSG00000203650	"Hsap38.chrX.118886333.118887148.+"
ENSG00000233757	"Hsap38.chr2.95253868.95254473.-"
ENSG00000150556	"Hsap38.chr2.149174270.149174605.-"
ENSG00000237515	"Hsap38.chr16.13088598.13088951.-"
ENSG00000248242	"Hsap38.chr4.104688269.104689435.-"
ENSG00000249614	"Hsap38.chr4.103973931.103974242.+"
ENSG00000251170	"Hsap38.chr4.104322243.104324141.-"
ENSG00000136250	"Hsap38.chr7.36553824.36555902.-"
ENSG00000223381	"Hsap38.chr10.108725672.108726562.+"
ENSG00000282301	"Hsap38.chr7.99726579.99727430.+"
ENSG00000239642	"Hsap38.chr5.131887930.131890104.-"
ENSG00000235438	"Hsap38.chr13.21279645.21280421.-"
ENSG00000111700	"Hsap38.chr12.20819262.20819786.-"
ENSG00000253524	"Hsap38.chr8.36010535.36011089.+"
ENSG00000229474	"Hsap38.chr15.44687057.44687758.+"
ENSG00000269699	"Hsap38.chr19.56802542.56803183.+"
ENSG00000183666	"Hsap38.chr5.21357587.21358225.+"
ENSG00000134588	"Hsap38.chrX.133065780.133066103.+"
ENSG00000077264	"Hsap38.chrX.111185915.111186517.+"
ENSG00000228933	"Hsap38.chrX.27225593.27227527.+"
ENSG00000170537	"Hsap38.chr16.18993684.18994322.-"
ENSG00000151229	"Hsap38.chr12.39981347.39984121.+"
ENSG00000260869	"Hsap38.chr16.30542520.30542879.-"
ENSG00000254277	"Hsap38.chr8.71677812.71678258.+"
ENSG00000255325	"Hsap38.chr8.122487953.122488681.+"
ENSG00000181827	"Hsap38.chr15.56136140.56137084.-"
ENSG00000255395	"Hsap38.chr11.75122575.75123312.+"
ENSG00000155008	"Hsap38.chrX.85060734.85061870.-"
ENSG00000123106	"Hsap38.chr12.28520730.28522082.-"
ENSG00000196090	"Hsap38.chr20.42615523.42618210.-"
ENSG00000253664	"Hsap38.chr8.51294984.51295700.-"
ENSG00000078114	"Hsap38.chr10.21108798.21109391.-"
ENSG00000153820	"Hsap38.chr2.228033544.228035835.+"
ENSG00000234948	"Hsap38.chr20.52546873.52547985.+"
ENSG00000125257	"Hsap38.chr13.95093421.95093795.+"
ENSG00000261780	"Hsap38.chr18.73327542.73327988.+"
ENSG00000175445	"Hsap38.chr8.19933173.19934594.+"
ENSG00000250891	"Hsap38.chr5.118498601.118499161.-"
ENSG00000241743	"Hsap38.chrX.113660518.113660973.+"
ENSG00000242288	"Hsap38.chr10.73684975.73685292.-"
ENSG00000138039	"Hsap38.chr2.48741799.48745638.+"
ENSG00000029153	"Hsap38.chr12.27408271.27409065.+"
ENSG00000166762	"Hsap38.chr15.43652265.43654622.+"
ENSG00000267537	"Hsap38.chr19.28607443.28608429.+"
ENSG00000283403	"Hsap38.chr19.28677365.28679536.+"
ENSG00000266976	"Hsap38.chr19.28607443.28608429.+"
ENSG00000225287	"Hsap38.chrY.25687350.25688405.+"
ENSG00000102174	"Hsap38.chrX.22230700.22231176.-"
ENSG00000250343	"Hsap38.chr5.147184381.147185676.+"
ENSG00000157551	"Hsap38.chr21.38226972.38227421.-"
ENSG00000177150	"Hsap38.chr18.13693245.13693778.+"
ENSG00000112699	"Hsap38.chr6.2066548.2069118.+"
ENSG00000164619	"Hsap38.chr7.33990223.33991626.-"
ENSG00000107771	"Hsap38.chr10.84487776.84488600.-"
ENSG00000225970	"Hsap38.chrX.143764101.143766356.-"
ENSG00000166262	"Hsap38.chr15.49397955.49401005.+"
ENSG00000259517	"Hsap38.chr16.54262532.54263095.-"
ENSG00000100997	"Hsap38.chr20.25333332.25334183.+"
ENSG00000196600	"Hsap38.chr11.63187521.63188804.-"
ENSG00000228739	"Hsap38.chr9.6059345.6060829.-"
ENSG00000123552	"Hsap38.chr6.99450646.99451206.+"
ENSG00000225914	"Hsap38.chr6.32282616.32283395.+"
ENSG00000280709	"Hsap38.chr15.21628557.21631808.-"
ENSG00000118407	"Hsap38.chr6.75388814.75389194.-"
ENSG00000267586	"Hsap38.chr18.42664161.42665864.+"
ENSG00000106692	"Hsap38.chr9.105578068.105579027.-"
ENSG00000164627	"Hsap38.chr6.39456885.39460316.+"
ENSG00000163046	"Hsap38.chr2.132199917.132200897.+"
ENSG00000115840	"Hsap38.chr2.171829797.171830180.+"
ENSG00000227486	"Hsap38.chrX.55988852.55989652.-"
ENSG00000224920	"Hsap38.chr10.37541635.37541988.+"
ENSG00000267098	"Hsap38.chr18.60799053.60799526.-"
ENSG00000226622	"Hsap38.chr2.62646852.62648108.-"
ENSG00000255572	"Hsap38.chr12.7185063.7185929.+"
ENSG00000172264	"Hsap38.chr20.14272775.14274517.+"
ENSG00000175779	"Hsap38.chr15.38799147.38800436.-"
ENSG00000122591	"Hsap38.chr7.22927329.22928519.+"
ENSG00000274281	"Hsap38.chr15.38852523.38853107.+"
ENSG00000259345	"Hsap38.chr15.39257298.39258575.+"
ENSG00000165443	"Hsap38.chr10.59199454.59201628.-"
ENSG00000182931	"Hsap38.chr20.45689695.45690066.-"
ENSG00000182230	"Hsap38.chr5.176079301.176080683.-"
ENSG00000234261	"Hsap38.chr6.14899498.14899851.+"
ENSG00000134115	"Hsap38.chr3.1391055.1393349.+"
ENSG00000152056	"Hsap38.chr2.223791196.223791528.+"
ENSG00000232732	"Hsap38.chr2.199890438.199890824.+"
ENSG00000185442	"Hsap38.chr15.92758041.92758772.+"
ENSG00000276759	"Hsap38.chr9.26109629.26110312.+"
ENSG00000167766	"Hsap38.chr19.52623794.52624741.+"
ENSG00000141252	"Hsap38.chr17.590006.591793.-"
ENSG00000119650	"Hsap38.chr14.75922172.75922621.-"
ENSG00000234888	"Hsap38.chrY.26073736.26074431.+"
ENSG00000253116	"Hsap38.chr8.58094087.58094866.-"
ENSG00000128513	"Hsap38.chr7.124903939.124904772.+"
ENSG00000112319	"Hsap38.chr6.133469880.133472084.-"
ENSG00000160870	"Hsap38.chr7.99726579.99727430.+"
ENSG00000233854	"Hsap38.chr7.39009307.39010113.-"
ENSG00000205754	"Hsap38.chr12.21083920.21084849.-"
ENSG00000231009	"Hsap38.chr10.42713010.42713387.-"
ENSG00000012779	"Hsap38.chr10.45392840.45393637.+"
ENSG00000174705	"Hsap38.chr5.172400209.172401420.+"
ENSG00000268067	"Hsap38.chr19.56702782.56703435.-"
ENSG00000231557	"Hsap38.chr2.199032457.199032735.+"
ENSG00000178184	"Hsap38.chr18.80235723.80236727.+"
ENSG00000164037	"Hsap38.chr4.102952664.102954448.-"
ENSG00000161040	"Hsap38.chr7.102960197.102962098.+"
ENSG00000230257	"Hsap38.chr7.102974785.102976212.+"
ENSG00000284879	"Hsap38.chr2.87697902.87699050.-"
ENSG00000253108	"Hsap38.chr8.34301272.34301796.+"
ENSG00000225421	"Hsap38.chr2.198582696.198584477.+"
ENSG00000196569	"Hsap38.chr6.129000347.129004195.+"
ENSG00000205035	"Hsap38.chr11.49793376.49797224.-"
ENSG00000150347	"Hsap38.chr10.61977886.61979226.-"
ENSG00000237693	"Hsap38.chr5.150857757.150859922.-"
ENSG00000216671	"Hsap38.chr16.35071109.35071867.-"
ENSG00000214329	"Hsap38.chr2.91923133.91925754.+"
ENSG00000171444	"Hsap38.chr5.113467990.113469738.-"
ENSG00000215067	"Hsap38.chr17.6877129.6878115.-"
ENSG00000102452	"Hsap38.chr13.101311447.101312793.-"
ENSG00000233797	"Hsap38.chr6.96440051.96441115.+"
ENSG00000134516	"Hsap38.chr5.169823391.169824359.+"
ENSG00000134905	"Hsap38.chr13.110673481.110673939.+"
ENSG00000183324	"Hsap38.chr15.73510233.73512500.-"
ENSG00000275778	"Hsap38.chr12.11111557.11112822.+"
ENSG00000248692	"Hsap38.chr4.62090412.62091284.-"
ENSG00000254587	"Hsap38.chr11.96638493.96639350.+"
ENSG00000236886	"Hsap38.chr2.216749645.216750409.+"
ENSG00000164659	"Hsap38.chr7.87042857.87043885.+"
ENSG00000155085	"Hsap38.chr6.109567875.109569434.+"
ENSG00000160336	"Hsap38.chr19.53437745.53438155.-"
ENSG00000131089	"Hsap38.chrX.63646760.63647944.-"
ENSG00000263745	"Hsap38.chr18.2344162.2345598.+"
ENSG00000183098	"Hsap38.chr13.94375819.94377297.+"
ENSG00000115705	"Hsap38.chr2.1507108.1509309.-"
ENSG00000281248	"Hsap38.chr6.127669204.127670415.-"
ENSG00000253582	"Hsap38.chr8.106564874.106565164.+"
ENSG00000168702	"Hsap38.chr2.141963400.141965538.+"
ENSG00000104517	"Hsap38.chr8.102320711.102321106.+"
ENSG00000154122	"Hsap38.chr5.14835786.14836898.+"
ENSG00000254297	"Hsap38.chr5.167300222.167300722.-"
ENSG00000236277	"Hsap38.chr13.79091176.79091682.-"
ENSG00000134343	"Hsap38.chr11.26593608.26594285.-"
ENSG00000259200	"Hsap38.chr15.45754579.45755022.-"
ENSG00000145934	"Hsap38.chr5.168078123.168079568.-"
ENSG00000121351	"Hsap38.chr12.21363970.21364341.+"
ENSG00000076641	"Hsap38.chr8.81055844.81056197.-"
ENSG00000261456	"Hsap38.chr10.50529.50942.-"
ENSG00000119509	"Hsap38.chr9.100255390.100256352.-"
ENSG00000214184	"Hsap38.chr2.108530526.108530948.+"
ENSG00000165164	"Hsap38.chrX.36170517.36172847.-"
ENSG00000226484	"Hsap38.chrX.36416726.36417238.-"
ENSG00000111224	"Hsap38.chr12.3855131.3855508.+"
ENSG00000250240	"Hsap38.chr5.95710729.95712087.-"
ENSG00000152936	"Hsap38.chr12.25539767.25542298.+"
ENSG00000151835	"Hsap38.chr13.23404106.23404618.+"
ENSG00000158571	"Hsap38.chrX.54971580.54972524.-"
ENSG00000154646	"Hsap38.chr21.18464623.18465525.+"
ENSG00000204634	"Hsap38.chr2.101239451.101240500.+"
ENSG00000104313	"Hsap38.chr8.71410062.71411696.+"
ENSG00000140284	"Hsap38.chr15.50214624.50215067.+"
ENSG00000172915	"Hsap38.chr13.35414867.35416426.-"
ENSG00000104043	"Hsap38.chr15.49969877.49970608.+"
ENSG00000167858	"Hsap38.chr17.6803345.6804853.-"
ENSG00000213066	"Hsap38.chr6.167081432.167082997.-"
ENSG00000225179	"Hsap38.chr13.34480484.34483558.-"
ENSG00000237844	"Hsap38.chr2.164291193.164292611.+"
ENSG00000172869	"Hsap38.chr5.119140959.119141273.+"
ENSG00000267733	"Hsap38.chr18.12203250.12206492.-"
ENSG00000152779	"Hsap38.chr10.89448344.89449459.+"
ENSG00000175170	"Hsap38.chr20.25808751.25809149.+"
ENSG00000198363	"Hsap38.chr8.61572767.61573450.+"
ENSG00000197045	"Hsap38.chr14.54484912.54485253.+"
ENSG00000164830	"Hsap38.chr8.106441755.106442249.-"
ENSG00000170743	"Hsap38.chr11.7325088.7326005.-"
ENSG00000008394	"Hsap38.chr12.16379211.16379555.-"
ENSG00000269235	"Hsap38.chr19.51980464.51981078.+"
ENSG00000165288	"Hsap38.chrX.80742707.80743720.-"
ENSG00000248844	"Hsap38.chr11.70059515.70060549.-"
ENSG00000100503	"Hsap38.chr14.50748350.50749582.+"
ENSG00000229267	"Hsap38.chr2.214939901.214940197.-"
ENSG00000232451	"Hsap38.chr2.23175169.23176170.+"
ENSG00000267193	"Hsap38.chr18.45698186.45699097.+"
ENSG00000176124	"Hsap38.chr13.50181874.50184174.-"
ENSG00000268964	"Hsap38.chr19.53049147.53050856.+"
ENSG00000227531	"Hsap38.chr9.111199769.111200857.+"
ENSG00000169083	"Hsap38.chrX.67639342.67640112.-"
ENSG00000133135	"Hsap38.chrX.106767445.106768977.-"
ENSG00000174417	"Hsap38.chr8.109115949.109116779.-"
ENSG00000233828	"Hsap38.chr5.87213608.87214159.-"
ENSG00000155962	"Hsap38.chrX.155301573.155303636.-"
ENSG00000153157	"Hsap38.chr6.10915231.10915569.-"
ENSG00000129003	"Hsap38.chr15.62003031.62005304.-"
ENSG00000283526	"Hsap38.chr9.131549758.131550540.+"
ENSG00000235412	"Hsap38.chrY.24574902.24575375.+"
ENSG00000081052	"Hsap38.chr2.227075430.227076407.+"
ENSG00000234663	"Hsap38.chr2.181092893.181093171.+"
ENSG00000095002	"Hsap38.chr2.47583338.47584195.-"
ENSG00000250619	"Hsap38.chr5.9003343.9004785.-"
ENSG00000283162	"Hsap38.chr9.38492610.38493329.+"
ENSG00000260372	"Hsap38.chr18.27159336.27160706.-"
ENSG00000264006	"Hsap38.chr10.5176912.5177412.-"
ENSG00000111817	"Hsap38.chr6.116346069.116347112.+"
ENSG00000152422	"Hsap38.chr5.83316298.83320149.+"
ENSG00000136828	"Hsap38.chr9.126950812.126951723.+"
ENSG00000136828	"Hsap38.chr9.126996344.126997255.+"
ENSG00000253613	"Hsap38.chr5.111085452.111088487.-"
ENSG00000164048	"Hsap38.chr3.48277671.48278024.+"
ENSG00000258670	"Hsap38.chr14.60525062.60526267.-"
ENSG00000179008	"Hsap38.chr14.60474152.60475051.-"
ENSG00000258487	"Hsap38.chr14.44473166.44473567.-"
ENSG00000120210	"Hsap38.chr9.5136460.5136996.+"
ENSG00000227204	"Hsap38.chrY.8135988.8137829.-"
ENSG00000187955	"Hsap38.chr8.120350332.120354183.+"
ENSG00000079156	"Hsap38.chr2.178355867.178356622.+"
ENSG00000172650	"Hsap38.chr10.73684975.73685292.-"
ENSG00000114374	"Hsap38.chrY.12849303.12849656.-"
ENSG00000198088	"Hsap38.chrX.107157724.107160396.+"
ENSG00000152128	"Hsap38.chr2.134650764.134653736.-"
ENSG00000230962	"Hsap38.chr10.85467571.85467960.+"
ENSG00000116044	"Hsap38.chr2.177370184.177371221.-"
ENSG00000185313	"Hsap38.chr3.38784228.38784953.+"
ENSG00000099251	"Hsap38.chr10.38374640.38374972.-"
ENSG00000085377	"Hsap38.chr6.105342264.105342758.+"
ENSG00000237667	"Hsap38.chr2.802633.804243.+"
ENSG00000129521	"Hsap38.chr14.34294458.34296293.-"
ENSG00000029364	"Hsap38.chr14.69417902.69418378.-"
ENSG00000261609	"Hsap38.chr16.81343133.81343927.+"
ENSG00000145982	"Hsap38.chr6.5687625.5689985.-"
ENSG00000253507	"Hsap38.chr8.131313179.131313502.+"
ENSG00000187210	"Hsap38.chr9.76491025.76491636.-"
ENSG00000181090	"Hsap38.chr9.137844493.137845191.+"
ENSG00000165325	"Hsap38.chr11.93422938.93426786.+"
ENSG00000279501	"Hsap38.chr21.8999863.9000333.+"
ENSG00000181433	"Hsap38.chrX.135899571.135900131.-"
ENSG00000154864	"Hsap38.chr18.11061011.11061796.+"
ENSG00000087301	"Hsap38.chr14.52506840.52507613.+"
ENSG00000258747	"Hsap38.chr14.44512389.44512838.-"
ENSG00000039139	"Hsap38.chr5.13795856.13796944.+"
ENSG00000266050	"Hsap38.chr17.21569255.21569695.-"
ENSG00000237302	"Hsap38.chrY.23774787.23775305.-"
ENSG00000212719	"Hsap38.chr17.21569255.21569695.-"
ENSG00000254084	"Hsap38.chr8.101429658.101430557.+"
ENSG00000248400	"Hsap38.chr5.82973892.82974179.-"
ENSG00000116191	"Hsap38.chr1.178840770.178843445.+"
ENSG00000215548	"Hsap38.chr9.63847078.63848769.+"
ENSG00000236404	"Hsap38.chr9.2517221.2518069.-"
ENSG00000285253	"Hsap38.chr15.56672063.56672473.-"
ENSG00000152049	"Hsap38.chr2.223192085.223192666.-"
ENSG00000234424	"Hsap38.chr9.85758866.85760842.+"
ENSG00000183643	"Hsap38.chr15.92487061.92487378.+"
ENSG00000277350	"Hsap38.chr9.66947424.66948365.-"
ENSG00000148090	"Hsap38.chr9.91226122.91229277.-"
ENSG00000279442	"Hsap38.chr22.15302153.15303103.+"
ENSG00000281938	"Hsap38.chr5.131887930.131890104.-"
ENSG00000262655	"Hsap38.chr11.13987978.13989282.-"
ENSG00000184635	"Hsap38.chr19.19919012.19920610.-"
ENSG00000144029	"Hsap38.chr2.95096000.95097655.+"
ENSG00000251129	"Hsap38.chr4.32012682.32012945.+"
ENSG00000228956	"Hsap38.chr3.18690030.18692201.-"
ENSG00000112425	"Hsap38.chr6.145664231.145666288.+"
ENSG00000177338	"Hsap38.chr17.73808779.73810128.+"
ENSG00000169851	"Hsap38.chr4.30908960.30909460.+"
ENSG00000248245	"Hsap38.chr5.133182646.133183767.-"
ENSG00000251629	"Hsap38.chr5.20646009.20647046.+"
ENSG00000139154	"Hsap38.chr12.19567718.19568416.+"
ENSG00000204116	"Hsap38.chrX.73673122.73674183.-"
ENSG00000176988	"Hsap38.chrX.147987243.147987545.-"
ENSG00000154258	"Hsap38.chr17.69001003.69002109.-"
ENSG00000231749	"Hsap38.chr17.69001003.69002109.-"
ENSG00000275119	"Hsap38.chr12.11221506.11222036.+"
ENSG00000127922	"Hsap38.chr7.96581108.96582775.-"
ENSG00000204345	"Hsap38.chr17.74584971.74586029.+"
ENSG00000129675	"Hsap38.chrX.136775317.136775874.+"
ENSG00000223725	"Hsap38.chr2.207378354.207378908.-"
ENSG00000152430	"Hsap38.chr2.197732725.197734491.+"
ENSG00000154227	"Hsap38.chr15.100420331.100422328.+"
ENSG00000120440	"Hsap38.chr6.167332435.167334450.-"
ENSG00000249988	"Hsap38.chr4.14208276.14210015.-"
ENSG00000104765	"Hsap38.chr8.26398777.26399793.+"
ENSG00000283378	"Hsap38.chr9.61341130.61341753.-"
ENSG00000261760	"Hsap38.chr2.110254686.110255291.+"
ENSG00000145808	"Hsap38.chr5.129614306.129615298.+"
ENSG00000206043	"Hsap38.chr18.74339557.74339814.+"
ENSG00000146143	"Hsap38.chr6.57338514.57339710.+"
ENSG00000112893	"Hsap38.chr5.109733147.109733500.-"
ENSG00000039560	"Hsap38.chr5.34784387.34785019.-"
ENSG00000138092	"Hsap38.chr2.24801551.24804202.-"
ENSG00000276422	"Hsap38.chr9.60958520.60959461.+"
ENSG00000064042	"Hsap38.chr4.41401532.41402149.-"
ENSG00000133983	"Hsap38.chr14.70348682.70349371.+"
ENSG00000164741	"Hsap38.chr8.13183058.13183966.-"
ENSG00000214711	"Hsap38.chr2.31182036.31183616.+"
ENSG00000150471	"Hsap38.chr4.61940151.61943441.-"
ENSG00000271850	"Hsap38.chr13.34480484.34483558.-"
ENSG00000161912	"Hsap38.chr6.41130349.41131026.-"
ENSG00000138378	"Hsap38.chr2.191096582.191097271.+"
ENSG00000213963	"Hsap38.chr2.177370184.177371221.-"
ENSG00000119771	"Hsap38.chr2.23437501.23438820.-"
ENSG00000158486	"Hsap38.chr16.21042892.21046731.-"
ENSG00000164182	"Hsap38.chr5.60984601.60985422.-"
ENSG00000216863	"Hsap38.chr6.6427747.6428823.+"
ENSG00000106829	"Hsap38.chr9.79679439.79681136.-"
ENSG00000213965	"Hsap38.chr19.32693914.32694402.-"
ENSG00000171049	"Hsap38.chr19.51757150.51758997.+"
ENSG00000254135	"Hsap38.chr5.158577788.158578444.-"
ENSG00000230552	"Hsap38.chr2.176799692.176801224.+"
ENSG00000129295	"Hsap38.chr8.132598783.132599997.+"
ENSG00000258918	"Hsap38.chr14.20914346.20916136.+"
ENSG00000134461	"Hsap38.chr10.5864453.5865532.+"
ENSG00000241058	"Hsap38.chr10.18572382.18573740.+"
ENSG00000229404	"Hsap38.chr10.84283583.84285109.+"
ENSG00000141469	"Hsap38.chr18.45698186.45699097.+"
ENSG00000269405	"Hsap38.chrX.102266861.102268621.+"
ENSG00000082293	"Hsap38.chr6.70012309.70015773.+"
ENSG00000247199	"Hsap38.chr5.148359477.148361417.-"
ENSG00000247877	"Hsap38.chr5.100459408.100460403.-"
ENSG00000230267	"Hsap38.chr16.32149400.32150137.+"
ENSG00000185973	"Hsap38.chrX.155516238.155520086.-"
ENSG00000196911	"Hsap38.chr6.116738363.116738824.+"
ENSG00000165124	"Hsap38.chr9.110420345.110422912.+"
ENSG00000259255	"Hsap38.chr15.46747224.46748033.+"
ENSG00000180257	"Hsap38.chr19.52959768.52960334.+"
ENSG00000151883	"Hsap38.chr5.50755003.50756364.-"
ENSG00000181333	"Hsap38.chr11.94038828.94041068.+"
ENSG00000154080	"Hsap38.chr18.27159336.27160706.-"
ENSG00000258644	"Hsap38.chr14.70348682.70349371.+"
ENSG00000231304	"Hsap38.chr3.20355111.20356733.-"
ENSG00000147481	"Hsap38.chr8.50101779.50104553.-"
ENSG00000198554	"Hsap38.chr14.54951954.54953237.+"
ENSG00000088179	"Hsap38.chr2.119807852.119808301.+"
ENSG00000144395	"Hsap38.chr2.196688402.196690060.-"
ENSG00000245573	"Hsap38.chr11.27632052.27632309.-"
ENSG00000169570	"Hsap38.chr5.118977128.118977769.+"
ENSG00000283408	"Hsap38.chr6.18546945.18548561.-"
ENSG00000180694	"Hsap38.chr8.90730473.90731150.-"
ENSG00000253256	"Hsap38.chr5.159234799.159235557.-"
ENSG00000237735	"Hsap38.chr21.16757452.16758441.+"
ENSG00000175302	"Hsap38.chr21.13414786.13415928.+"
ENSG00000177575	"Hsap38.chr12.7475422.7475811.+"
ENSG00000183621	"Hsap38.chr10.30950494.30951987.+"
ENSG00000254001	"Hsap38.chr8.78150014.78150304.+"
ENSG00000233067	"Hsap38.chrX.23240474.23244325.+"
ENSG00000169862	"Hsap38.chr5.11294821.11295537.+"
ENSG00000182771	"Hsap38.chr10.85772773.85774683.+"
ENSG00000238266	"Hsap38.chr10.6805367.6807157.-"
ENSG00000164808	"Hsap38.chr8.47344740.47346344.-"
ENSG00000044115	"Hsap38.chr5.138680612.138681277.-"
ENSG00000267097	"Hsap38.chr18.45473869.45474285.-"
ENSG00000267354	"Hsap38.chr18.45532851.45533657.-"
ENSG00000077327	"Hsap38.chr10.22404924.22406738.-"
ENSG00000152926	"Hsap38.chr7.64991215.64993059.-"
ENSG00000229175	"Hsap38.chr13.79891110.79891463.+"
ENSG00000237579	"Hsap38.chr10.101187361.101188311.-"
ENSG00000204909	"Hsap38.chr5.148328290.148329048.-"
ENSG00000253796	"Hsap38.chr8.108933803.108935191.+"
